Region,Employment Status,Income,Number of Child(ren),Tax,Religion,Gender
North,Employed,13.68,1,1.09,Christianity,Male
South,Unemployed,259.83,1,98.37,Islam,Female
North,Self Employed,302.46,1,71.67,Atheist,Male
West,Employed,438.96,4,53.77,Islam,Male
West,Employed,164.28,4,18.87,Islam,Female
West,Employed,84.84,1,9.91,Islam,Male
East,Employed,44.43,1,6.31,Christianity,Female
West,Self Employed,55.56,1,3.66,Christianity,Male
West,Self Employed,10.29,1,1.67,Christianity,Male
West,Self Employed,17.88,1,1.45,Christianity,Female
West,Self Employed,93,4,1.17,Christianity,Male
East,Unemployed,3498.72,8,410.05,Christianity,Female
North,Self Employed,764.28,4,80.12,Islam,Male
West,Employed,282.6,6,34.53,Christianity,Male
West,Self Employed,301.89,1,23.66,Christianity,Female
West,Employed,337.2,2,23.26,Christianity,Male
East,Self Employed,48.93,1,10.72,Atheist,Female
West,Self Employed,244.5,2,8.27,Christianity,Male
West,Self Employed,100.32,2,8.24,Christianity,Male
West,Self Employed,54.42,2,6.55,Islam,Female
West,Employed,83.07,1,6.16,Christianity,Male
East,Unemployed,60.75,1,5.37,Christianity,Female
West,Self Employed,34.98,2,2.18,Christianity,Male
East,Unemployed,34.92,1,1.27,Christianity,Male
West,Employed,44.46,2,4.35,Christianity,Female
West,Self Employed,29.34,2,4.26,Islam,Male
North,Self Employed,171.27,1,30.57,Islam,Female
West,Self Employed,389.79,1,25.8,Christianity,Male
West,Self Employed,166.68,2,11.51,Christianity,Male
West,Self Employed,24.09,1,2.04,Christianity,Female
East,Self Employed,525.69,1,79.42,Islam,Male
East,Self Employed,141.63,1,22.52,Islam,Female
West,Self Employed,321.3,2,21.43,Christianity,Male
East,Self Employed,46.17,1,7.89,Islam,Male
West,Unemployed,54.66,1,3.49,Christianity,Female
West,Unemployed,11.94,1,1.92,Christianity,Male
East,Self Employed,14.76,1,1.72,Islam,Female
South,Self Employed,177.66,6,63.48,Atheist,Male
East,Self Employed,211.62,1,28.26,Islam,Male
East,Self Employed,79.5,10,14.97,Islam,Female
East,Self Employed,50.22,1,8.7,Islam,Male
East,Self Employed,30.78,1,4.95,Islam,Female
West,Employed,48.51,1,3.75,Christianity,Male
West,Employed,47.04,1,2.95,Christianity,Male
West,Employed,14.04,1,1.95,Christianity,Female
West,Employed,11.94,1,1.53,Islam,Male
East,Employed,1279.32,4,286.19,Atheist,Female
East,Self Employed,865.62,6,138.18,Islam,Male
East,Employed,465,4,121.21,Atheist,Male
East,Employed,297.48,2,82.46,Atheist,Female
East,Employed,224.4,2,61.03,Islam,Male
North,Self Employed,207.12,4,52.61,Atheist,Female
North,Unemployed,173.46,1,41.21,Atheist,Male
West,Unemployed,607.32,4,35.77,Christianity,Male
North,Self Employed,246.72,4,34.84,Christianity,Female
South,Unemployed,414.36,4,28.68,Christianity,Male
East,Unemployed,144,12,25.04,Atheist,Female
North,Unemployed,96,4,24.65,Atheist,Male
West,Employed,266.4,2,24.46,Christianity,Male
West,Unemployed,143.58,2,19.85,Islam,Female
South,Unemployed,363.75,1,19.68,Christianity,Male
East,Unemployed,80.28,6,14.68,Atheist,Female
North,Unemployed,48.84,1,13.48,Atheist,Male
West,Unemployed,97.02,2,13.01,Traditional,Male
South,Unemployed,96.12,4,10.81,Christianity,Female
East,Self Employed,43.8,1,9.81,Islam,Male
West,Employed,121.08,4,9.43,Christianity,Female
West,Employed,105.96,2,7.83,Christianity,Male
East,Employed,53.73,1,7.04,Islam,Male
West,Employed,71.7,2,6.87,Christianity,Female
West,Employed,144.54,6,6.47,Christianity,Male
South,Unemployed,69.84,4,5.93,Christianity,Female
West,Employed,58.2,4,5.35,Islam,Male
West,Employed,81.99,1,5.1,Christianity,Male
East,Employed,28.02,2,4.97,Islam,Female
East,Unemployed,16.98,1,4.47,Atheist,Male
West,Self Employed,29.49,1,4.05,Islam,Female
East,Unemployed,22.2,1,3.97,Atheist,Male
East,Employed,28.47,1,3.46,Islam,Male
South,Unemployed,50.46,1,3.06,Christianity,Female
North,Self Employed,14.19,1,2.69,Islam,Male
South,Unemployed,10.32,1,1.71,Christianity,Female
West,Unemployed,19.29,1,1.65,Traditional,Male
South,Unemployed,10.71,1,1.53,Christianity,Male
South,Unemployed,18.36,1,1.2,Christianity,Female
North,Self Employed,137.34,1,17.05,Islam,Male
West,Employed,113.64,2,12.34,Islam,Female
West,Employed,122.88,4,10.45,Christianity,Male
West,Employed,148.8,2,7.97,Christianity,Male
West,Employed,149.58,1,7.57,Christianity,Female
South,Self Employed,22.29,1,6.62,Atheist,Male
East,Unemployed,25.05,1,5.45,Islam,Female
North,Self Employed,22.29,1,4.48,Islam,Male
North,Self Employed,30.96,2,2.71,Islam,Male
West,Employed,93.18,2,1.5,Islam,Female
West,Employed,13.38,1,1.47,Islam,Male
West,Self Employed,204.15,1,24.46,Islam,Female
West,Self Employed,23.22,1,2.91,Islam,Male
West,Self Employed,10.74,1,2.06,Islam,Male
East,Self Employed,10.32,1,2.05,Islam,Female
East,Self Employed,13.65,1,1.5,Christianity,Male
East,Self Employed,11.37,1,1.48,Islam,Female
East,Self Employed,13.2,1,1.36,Christianity,Male
West,Self Employed,1065.96,4,98.49,Christianity,Male
West,Self Employed,934.86,2,39.13,Christianity,Female
East,Self Employed,59.82,2,10.74,Atheist,Male
East,Unemployed,80.46,1,8.32,Islam,Female
West,Unemployed,128.37,1,8.16,Christianity,Male
East,Unemployed,47.82,1,7.1,Islam,Male
West,Self Employed,41.28,1,4.08,Christianity,Female
North,Self Employed,8.46,1,1.95,Atheist,Male
South,Self Employed,824.22,2,200.09,Atheist,Female
West,Self Employed,1136.64,8,182.73,Islam,Male
West,Self Employed,1180.44,6,142.51,Islam,Male
South,Self Employed,406.44,2,85.37,Islam,Female
West,Self Employed,1009.44,6,75.48,Christianity,Male
West,Employed,530.52,4,59.42,Christianity,Female
East,Self Employed,318.09,1,56.38,Islam,Male
West,Self Employed,553.92,4,47.04,Christianity,Male
West,Employed,904.65,1,45.92,Christianity,Female
West,Self Employed,1045.44,6,42.92,Christianity,Male
West,Self Employed,494.64,2,38.19,Christianity,Female
West,Self Employed,475.86,1,27.64,Christianity,Male
West,Self Employed,245.52,6,25.18,Christianity,Male
West,Self Employed,146.76,1,21.76,Islam,Female
West,Employed,350.58,2,20.97,Christianity,Male
North,Unemployed,213.12,4,16.53,Islam,Female
South,Self Employed,101.46,2,16.03,Islam,Male
West,Self Employed,362.4,1,15.1,Christianity,Male
West,Self Employed,253.32,1,12.66,Christianity,Female
West,Self Employed,148.32,12,11.35,Islam,Male
West,Self Employed,133.2,1,8.57,Christianity,Female
South,Self Employed,37.35,1,8.01,Islam,Male
West,Self Employed,93.48,2,6.09,Christianity,Male
West,Employed,98.46,2,5.37,Christianity,Female
West,Self Employed,31.17,1,4.89,Islam,Male
West,Self Employed,128.37,1,3.23,Christianity,Female
West,Employed,32.04,2,2.55,Christianity,Male
West,Self Employed,27,2,1.98,Christianity,Male
West,Employed,10.08,1,1.98,Christianity,Female
North,Employed,49.74,1,1.85,Christianity,Male
West,Employed,7.29,1,1.36,Christianity,Female
West,Self Employed,1810.26,6,100.37,Christianity,Male
South,Employed,827.28,6,224.64,Islam,Male
South,Employed,151.5,1,14.94,Islam,Female
South,Employed,190.08,8,14.35,Islam,Male
West,Unemployed,231.12,6,14.1,Christianity,Female
South,Employed,113.64,2,13.55,Islam,Male
West,Unemployed,200.52,4,12.93,Christianity,Male
South,Employed,109.44,8,12.28,Islam,Female
South,Employed,44.94,2,11.11,Islam,Male
West,Self Employed,103.68,2,7.41,Christianity,Female
West,Self Employed,45.69,1,6.27,Islam,Male
West,Employed,44.7,1,6.16,Traditional,Male
South,Employed,26.94,1,3.45,Islam,Female
West,Unemployed,96.84,2,2.65,Christianity,Male
West,Unemployed,17.46,1,1.81,Christianity,Female
West,Self Employed,26.52,4,1.62,Christianity,Male
South,Employed,13.2,1,1.39,Islam,Male
West,Self Employed,378.39,1,25.25,Traditional,Female
West,Self Employed,333.66,2,17.64,Christianity,Male
North,Employed,144.42,1,13.21,Christianity,Female
North,Self Employed,26.64,4,12.37,Atheist,Male
West,Self Employed,39.54,2,6.3,Traditional,Male
West,Self Employed,30.3,2,5.58,Traditional,Female
West,Self Employed,57.6,4,4.83,Traditional,Male
West,Self Employed,59.22,2,2.85,Christianity,Female
West,Self Employed,21.12,2,1.98,Traditional,Male
West,Self Employed,491.64,4,49.49,Islam,Male
West,Unemployed,467.43,1,42.15,Christianity,Female
East,Employed,116.64,2,16.26,Atheist,Male
West,Employed,170.07,1,12.27,Islam,Female
West,Employed,100.74,2,8.26,Christianity,Male
West,Employed,43.8,1,3.38,Christianity,Male
South,Self Employed,247.32,1,51.45,Atheist,Female
West,Employed,74.64,4,13.07,Traditional,Male
West,Self Employed,59.1,2,7.26,Islam,Female
West,Self Employed,183,4,6.57,Christianity,Male
West,Self Employed,44.22,2,4.7,Islam,Male
West,Self Employed,49.68,2,4.43,Christianity,Female
West,Employed,29.91,1,4.35,Traditional,Male
West,Employed,40.29,1,2.18,Traditional,Female
West,Self Employed,836.64,6,76.97,Christianity,Male
East,Unemployed,29.61,1,5.84,Islam,Male
West,Self Employed,45.75,1,4.15,Islam,Female
West,Self Employed,21.96,2,3.1,Islam,Male
West,Self Employed,25.47,1,2.67,Islam,Female
West,Self Employed,16.98,1,1.66,Islam,Male
East,Self Employed,57.9,2,3.74,Christianity,Male
West,Self Employed,23.52,1,3.65,Islam,Female
West,Unemployed,1224.9,6,170.85,Islam,Male
East,Self Employed,581.4,12,157.36,Atheist,Female
West,Unemployed,1001.7,6,122.18,Islam,Male
West,Unemployed,877.02,2,85.18,Islam,Male
West,Employed,568.47,1,76.05,Islam,Female
West,Self Employed,848.4,4,73.09,Traditional,Male
West,Self Employed,308.16,6,46.79,Islam,Female
South,Self Employed,139.44,1,44.44,Atheist,Male
South,Self Employed,121.59,1,30.81,Atheist,Male
South,Unemployed,109.8,2,29.58,Islam,Female
West,Employed,281.82,2,28.27,Islam,Male
East,Self Employed,225,12,15.14,Christianity,Female
North,Employed,93.48,2,14.29,Christianity,Male
West,Self Employed,76.62,2,13.07,Islam,Male
West,Employed,75,4,10.59,Islam,Female
West,Employed,118.2,1,9.47,Islam,Male
West,Employed,273.48,2,9,Christianity,Female
North,Unemployed,30.12,1,6.29,Islam,Male
West,Employed,71.76,1,5.13,Christianity,Male
West,Self Employed,96.78,2,4.96,Islam,Female
West,Employed,54,2,4.89,Christianity,Male
West,Employed,201.6,8,4.56,Christianity,Female
West,Employed,29.52,2,4.43,Islam,Male
North,Self Employed,31.95,1,4.18,Islam,Male
West,Employed,73.2,1,3.65,Christianity,Female
West,Employed,22.8,2,3.43,Islam,Male
West,Employed,51.6,1,2.42,Christianity,Female
East,Self Employed,30.9,1,2.07,Christianity,Male
North,Self Employed,34.92,2,2.05,Islam,Male
West,Employed,8.91,1,1.99,Islam,Female
East,Self Employed,10.77,1,1.9,Atheist,Male
West,Employed,25.05,1,1.78,Christianity,Female
West,Employed,16.29,1,1.62,Christianity,Male
North,Employed,10.05,1,1.18,Christianity,Male
West,Self Employed,11.4,1,1.1,Christianity,Female
West,Self Employed,594.18,2,39.53,Christianity,Male
West,Employed,110.22,1,5.97,Christianity,Female
West,Self Employed,24.78,1,1.96,Christianity,Male
West,Self Employed,11.25,1,1.95,Christianity,Male
West,Employed,14.55,1,1.77,Christianity,Female
West,Employed,27.9,2,1.16,Christianity,Male
North,Employed,415.62,2,31,Islam,Female
West,Unemployed,1193.4,6,99.09,Christianity,Male
South,Employed,149.28,2,39.9,Islam,Male
West,Employed,319.98,1,25.11,Christianity,Female
West,Unemployed,128.7,1,15.5,Islam,Male
West,Employed,161.28,6,14.91,Christianity,Female
West,Employed,207.24,4,13.72,Islam,Male
West,Employed,146.22,2,13.62,Christianity,Male
West,Unemployed,265.11,1,9.07,Islam,Female
West,Employed,56.94,2,7.75,Islam,Male
North,Unemployed,93.18,2,7.69,Christianity,Female
West,Employed,42.96,4,5.38,Islam,Male
East,Self Employed,62.13,1,5.06,Christianity,Male
North,Unemployed,300.66,2,4.11,Christianity,Female
West,Employed,44.34,1,3.26,Christianity,Male
West,Unemployed,13.65,1,1.68,Islam,Female
West,Unemployed,6.57,1,1.65,Christianity,Male
North,Employed,48.09,1,1.57,Islam,Male
North,Unemployed,15.51,1,1.08,Christianity,Female
North,Employed,84.12,2,11.83,Christianity,Male
West,Self Employed,174.66,1,7.55,Christianity,Female
North,Employed,29.01,1,5.71,Christianity,Male
South,Self Employed,74.7,2,5.15,Islam,Male
West,Employed,14.61,1,1.86,Christianity,Female
West,Employed,15.3,1,1.19,Christianity,Male
East,Employed,526.62,2,94.47,Islam,Female
West,Employed,295.29,1,36.54,Islam,Male
West,Self Employed,212.22,6,16.12,Islam,Male
West,Self Employed,115.74,2,15.86,Islam,Female
West,Self Employed,187.2,6,13.01,Christianity,Male
West,Self Employed,96.96,2,8.77,Christianity,Female
East,Self Employed,51.78,1,7.04,Islam,Male
West,Self Employed,60.24,2,4.61,Christianity,Male
West,Employed,42.51,1,4.05,Islam,Female
East,Self Employed,44.82,2,3.58,Islam,Male
West,Self Employed,95.1,2,2.35,Christianity,Female
East,Unemployed,17.88,1,1.81,Christianity,Male
West,Self Employed,26.22,2,1.81,Christianity,Male
West,Self Employed,14.55,1,1.2,Islam,Female
East,Self Employed,34.8,2,6.15,Islam,Male
West,Employed,39.42,2,1.89,Christianity,Female
North,Employed,954.6,10,243.85,Atheist,Male
West,Employed,788.4,4,70.08,Christianity,Male
West,Self Employed,439.74,6,46.95,Islam,Female
West,Self Employed,295.2,6,41.27,Islam,Male
East,Employed,195.72,4,26.18,Islam,Female
West,Self Employed,195.72,4,23.76,Islam,Male
East,Self Employed,204.18,1,17.5,Christianity,Male
North,Self Employed,31.5,2,6.11,Islam,Female
West,Employed,66.93,1,5.21,Christianity,Male
West,Employed,59.4,2,4.22,Christianity,Female
East,Employed,5.91,1,1.96,Islam,Male
West,Self Employed,5.91,1,1.95,Islam,Male
West,Self Employed,11.67,1,1.79,Christianity,Female
West,Employed,770.4,6,93.92,Islam,Male
East,Self Employed,637.5,1,91.69,Christianity,Female
East,Self Employed,219.48,2,28.76,Christianity,Male
West,Employed,249.72,2,27.29,Islam,Male
West,Employed,255.06,6,24.01,Islam,Female
West,Self Employed,192.36,4,15.9,Islam,Male
West,Employed,79.29,1,9.5,Islam,Female
West,Employed,98.64,2,8.1,Islam,Male
West,Self Employed,27.09,1,2.03,Traditional,Male
West,Employed,10.32,1,1.73,Islam,Female
West,Self Employed,11.46,1,1.62,Islam,Male
East,Self Employed,16.86,1,1.4,Christianity,Female
East,Self Employed,53.73,1,1.04,Christianity,Male
West,Self Employed,10.56,1,1.73,Christianity,Male
West,Self Employed,266.49,1,17.71,Christianity,Female
West,Self Employed,118.2,1,8.67,Christianity,Male
West,Self Employed,102.48,2,6.32,Christianity,Female
West,Self Employed,145.35,1,1.78,Christianity,Male
West,Unemployed,413.1,1,17.29,Christianity,Male
West,Self Employed,54.18,2,7.89,Traditional,Female
West,Unemployed,1658.88,8,147.64,Christianity,Male
East,Unemployed,333.6,2,49.63,Islam,Female
East,Unemployed,163.32,4,16.16,Islam,Male
East,Unemployed,87.84,2,13.06,Islam,Male
North,Employed,158.76,6,23.47,Atheist,Female
North,Employed,121.53,1,22.37,Atheist,Male
North,Employed,80.64,4,18.71,Atheist,Female
North,Employed,64.08,4,17.91,Atheist,Male
North,Employed,53.28,1,8.27,Atheist,Male
North,Employed,30.45,1,7.82,Atheist,Female
North,Employed,26.22,2,6.12,Atheist,Male
North,Employed,14.52,1,2.64,Atheist,Female
South,Self Employed,1782.48,4,266.4,Islam,Male
South,Self Employed,569.22,1,109.27,Islam,Male
South,Self Employed,128.76,4,35.14,Islam,Female
South,Self Employed,222.36,2,32.71,Islam,Male
South,Self Employed,42.96,4,3.43,Islam,Female
South,Self Employed,18.99,1,2.81,Islam,Male
South,Self Employed,11.4,1,2.36,Islam,Male
South,Self Employed,8.31,1,1.53,Islam,Female
South,Self Employed,5.04,1,1.49,Islam,Male
East,Self Employed,2544.84,4,299.4,Christianity,Female
East,Self Employed,395.82,2,64.62,Islam,Male
East,Self Employed,207.81,1,29.54,Islam,Male
West,Employed,495.99,1,28.83,Christianity,Female
East,Self Employed,205.8,4,22.52,Christianity,Male
West,Self Employed,429.12,8,19.45,Christianity,Female
East,Self Employed,54.18,2,7.55,Christianity,Male
West,Self Employed,57.72,4,6.13,Islam,Male
North,Self Employed,17.04,1,4.83,Atheist,Female
East,Unemployed,26.43,1,3.66,Islam,Male
North,Self Employed,53.88,2,2.97,Christianity,Female
West,Employed,29.91,1,2.48,Christianity,Male
North,Self Employed,13.83,1,2.24,Christianity,Male
North,Self Employed,45.69,1,1.38,Christianity,Female
East,Unemployed,2570.76,4,357.89,Christianity,Male
West,Self Employed,256.56,1,20.04,Christianity,Female
East,Unemployed,195.72,4,16.07,Christianity,Male
West,Self Employed,281.34,2,14.99,Christianity,Male
West,Self Employed,66.6,4,4.66,Christianity,Female
West,Self Employed,53.1,2,2.49,Christianity,Male
West,Self Employed,15.75,1,1.46,Christianity,Female
East,Self Employed,616.14,2,79.47,Christianity,Male
East,Employed,319.56,1,32.9,Christianity,Male
East,Self Employed,256.14,1,31.05,Islam,Female
West,Self Employed,253.92,2,26.86,Christianity,Male
West,Employed,330.24,8,26.47,Christianity,Female
West,Self Employed,180.6,4,13.99,Christianity,Male
East,Self Employed,49.83,1,7.58,Christianity,Male
West,Employed,120.9,1,4.99,Christianity,Female
East,Self Employed,64.44,6,4.77,Christianity,Male
East,Self Employed,63.84,4,4.59,Christianity,Female
West,Employed,47.64,1,4.51,Christianity,Male
West,Employed,43.2,4,4.43,Christianity,Male
West,Unemployed,11.97,1,1.76,Christianity,Female
East,Self Employed,15.75,1,1.76,Christianity,Male
West,Self Employed,19.56,4,1.68,Christianity,Female
West,Self Employed,21.6,2,1.63,Christianity,Male
East,Self Employed,6.84,1,1.48,Christianity,Male
West,Employed,244.08,2,11.93,Islam,Female
East,Self Employed,865.98,6,122.02,Christianity,Male
North,Employed,327.24,6,83.26,Islam,Female
West,Self Employed,458.64,8,46.27,Christianity,Male
South,Self Employed,345.96,2,32.34,Christianity,Male
West,Self Employed,411.75,1,23.71,Christianity,Female
East,Self Employed,176.22,1,17.96,Christianity,Male
North,Employed,134.64,8,14.88,Islam,Female
West,Employed,200.04,4,10.8,Christianity,Male
West,Self Employed,206.4,1,10.06,Christianity,Male
East,Self Employed,57,2,9.84,Islam,Female
North,Employed,75.6,4,9.64,Islam,Male
West,Self Employed,121.32,1,9.62,Christianity,Female
West,Employed,107.94,2,8.07,Christianity,Male
North,Employed,29.61,1,7.44,Islam,Male
West,Employed,95.94,2,7.44,Christianity,Female
East,Self Employed,141.9,1,6.95,Christianity,Male
West,Employed,166.83,1,6.4,Christianity,Female
West,Unemployed,96.78,2,6.37,Christianity,Male
South,Self Employed,55.32,4,5.64,Christianity,Male
West,Employed,169.59,1,4.72,Christianity,Female
South,Self Employed,85.02,2,4.38,Christianity,Male
